"VersionEffective","LOINC_NUM","Property","ValuePrior","ValueCurrent","ChangeReason"
"2.82","104482-5","LONG_COMMON_NAME","Platelet aggregation arachidonate induced in Plasma --1 umol/L","Platelet aggregation in Plasma by arachidonate induced 1 umol/L",""
"2.82","104482-5","METHOD_TYP","","Aggregometry.arachidonate induced.1 umol/L",""
"2.82","104482-5","SHORTNAME","PA AA 1 umol/L Plas","PA Plas AA 1 umol/L",""
"2.82","104605-1","METHOD_TYP","","{Role}",""
"2.82","104738-0","COMPONENT","Hemoglobin.gastrointestinal.lower","Hemoglobin",""
"2.82","104738-0","LONG_COMMON_NAME","Hemoglobin.gastrointestinal.lower [Presence] in Stool","Hemoglobin [Presence] in Stool from gastrointestinal lower",""
"2.82","104738-0","SHORTNAME","Hemoccult Stl Ql","Hgb Stl gastro lower Ql",""
"2.82","104738-0","SYSTEM","Stool","Stool^Patient.gastrointestinal.lower",""
"2.82","104814-9","CLASS","MICRO","CHEM",""
"2.82","104814-9","SHORTNAME","LDH1 Ur-CFr","LDH1 CFr Ur",""
"2.82","104875-0","CLASS","HEM/BC","CHAL",""
"2.82","104876-8","CLASS","HEM/BC","CHAL",""
"2.82","104877-6","CLASS","HEM/BC","CHAL",""
"2.82","104878-4","CLASS","HEM/BC","CHAL",""
"2.82","104879-2","CLASS","HEM/BC","CHAL",""
"2.82","104880-0","CLASS","HEM/BC","CHAL",""
"2.82","104903-0","SHORTNAME","Indication Facility","Indication Fclty",""
"2.82","104983-2","SHORTNAME","Receiver request identifier Facility","Receiver request identifier Fclty",""
"2.82","104994-9","COMPONENT","Coagulation tissue factor induced.factor substitution^immediately after 1:1 addition of normal plasma/control","Coagulation normal/actual",""
"2.82","104994-9","LONG_COMMON_NAME","Prothrombin time (PT) factor substitution in Platelet poor plasma by Coagulation assay --immediately after 1:1 addition of normal plasma/control","Coagulation normal/actual in Platelet poor plasma by Coag.tissue factor induced.factor substitution.immediately after 1:1 addition of normal plasma.control",""
"2.82","104994-9","METHOD_TYP","Coag","Coag.tissue factor induced.factor substitution.immediately after 1:1 addition of normal plasma.control",""
"2.82","104994-9","SHORTNAME","PT after 1:1 add of norm plas/cont PPP","Coagulation normal/actual PPP Coag.tissue factor induced.factor substitution.immediately after 1:1 addition of normal plasma.control",""
"2.82","105010-3","COMPONENT","Folate receptor alpha","Folate receptor alpha Ag",""
"2.82","105010-3","LONG_COMMON_NAME","Folate receptor alpha [Interpretation] in Tissue by Immune stain Narrative","Folate receptor alpha Ag [Interpretation] in Tissue by Immune stain Narrative",""
"2.82","105010-3","SHORTNAME","Folate alpha Tiss ImStn-Imp","Folate alpha Ag Tiss ImStn-Imp",""
"2.82","105011-1","COMPONENT","Claudin 18","Claudin 18 Ag",""
"2.82","105011-1","LONG_COMMON_NAME","Claudin 18 [Interpretation] in Tissue by Immune stain Narrative","Claudin 18 Ag [Interpretation] in Tissue by Immune stain Narrative",""
"2.82","105011-1","SHORTNAME","Claudin 18 Tiss ImStn-Imp","Claudin 18 Ag Tiss ImStn-Imp",""
"2.82","105046-7","COMPONENT","Coagulation surface induced.factor substitution^2H post incubation after 1:1 addition of normal plasma","Coagulation",""
"2.82","105046-7","METHOD_TYP","Coag","Coag.surface induced.factor substitution.2H post incubation after 1:1 addition of normal plasma",""
"2.82","105048-3","COMPONENT","Coagulation surface induced.factor substitution^immediately after addition of normal plasma","Coagulation",""
"2.82","105048-3","METHOD_TYP","Coag","Coag.surface induced.factor substitution.immediately after addition of normal plasma",""
"2.82","105049-1","COMPONENT","Coagulation tissue factor induced.factor substitution^2H post incubation after 1:1 addition of normal plasma","Coagulation",""
"2.82","105049-1","METHOD_TYP","Coag","Coag.tissue factor induced.factor substitution.2H post incubation after 1:1 addition of normal plasma",""
"2.82","105193-7","SHORTNAME","T pallidum IgG Index Ser+CSF-aCnc","T palldm IgG Index Ser+CSF-aCnc",""
"2.82","10520-5","COMPONENT","Coagulation factor VI Ag","Coagulation factor Va Ag",""
"2.82","10520-5","LONG_COMMON_NAME","Coagulation factor VI Ag [Presence] in Tissue by Immune stain","Coagulation factor Va Ag [Presence] in Tissue by Immune stain",""
"2.82","10520-5","SHORTNAME","Fact VI Ag Tiss Ql ImStn","Coagulation factor Va Ag Tiss Ql ImStn",""
"2.82","105268-7","COMPONENT","Clindamycin.induced","Clindamycin",""
"2.82","105268-7","LONG_COMMON_NAME","Clindamycin.induced [Susceptibility] by Minimum inhibitory concentration (MIC)","Clindamycin [Susceptibility] by MIC.erythromycin induced resistance",""
"2.82","105268-7","METHOD_TYP","MIC","MIC.erythromycin induced resistance",""
"2.82","105268-7","SHORTNAME","Clindamycin.induced Islt MIC","Clindamycin Islt MIC eryth ind res",""
"2.82","105271-1","COMPONENT","Platelet aggregation.collagen induced^190 ug/mL","Platelet aggregation",""
"2.82","105271-1","LONG_COMMON_NAME","Platelet aggregation collagen induced in Platelet rich plasma --190 ug/mL","Platelet aggregation in Platelet rich plasma by collagen induced 190 ug/mL",""
"2.82","105271-1","METHOD_TYP","","Aggregometry.collagen induced.190 ug/mL",""
"2.82","105271-1","SHORTNAME","PA Coll 190 ug/mL PRP","PA PRP Coll 190 ug/mL",""
"2.82","105275-2","METHOD_TYP","","{Role}",""
"2.82","105628-2","SHORTNAME","ACB complex DNA Spec Ql NAA+probe","ACB cplx DNA Spec Ql NAA+probe",""
"2.82","105666-2","SHORTNAME","M catarrhalis DNA Spec Ql NAA+probe","M catarhls DNA Spec Ql NAA+probe",""
"2.82","105752-0","COMPONENT","Reduction in clot strength.kaolin induced^30M after maximum clot amplitude post heparin neutralization","Reduction in clot strength^30M after maximum clot amplitude",""
"2.82","105752-0","LONG_COMMON_NAME","Reduction in kaolin induced clot strength [Length fraction] in Blood by Resonance TEG --30 min p max clot amplitude + heparinase","Reduction in clot strength [Length fraction] in Blood",""
"2.82","105752-0","METHOD_TYP","Thromboelastography.resonance","Thromboelastography.resonance.kaolin induced.post heparin neutralization",""
"2.82","105753-8","COMPONENT","Maximum clot strength amplitude.kaolin+tissue factor induced^post heparin neutralization","Maximum clot strength amplitude",""
"2.82","105753-8","LONG_COMMON_NAME","Maximum amplitude kaolin+tissue factor induced [Length] in Blood by Resonance TEG --post heparin neutralization","Maximum clot strength amplitude [Length] in Blood by Maximum amplitude kaolin+tissue factor induced post heparin neutralization",""
"2.82","105753-8","METHOD_TYP","Thromboelastography.resonance","Thromboelastography.resonance.kaolin.tissue factor induced.post heparin neutralization",""
"2.82","105753-8","SHORTNAME","MA kaolin+TF p hep neut Bld Res TEG","Maximum clot strength amplitude Bld MA kaolin+TF p hep neut",""
"2.82","105754-6","COMPONENT","Maximum clot strength amplitude.tissue factor induced+platelet glycoprotein IIb-IIIa receptor inhibited^post heparin neutralization","Maximum clot strength amplitude",""
"2.82","105754-6","LONG_COMMON_NAME","Maximum amplitude tissue factor induced+platelet glycoprotein IIb-IIIa receptor inhibited [Length] in Blood by Resonance TEG --post heparin neutralization","Maximum clot strength amplitude [Length] in Blood by Maximum amplitude tissue factor induced+platelet glycoprotein IIb-IIIa receptor inhibited post heparin neutralization",""
"2.82","105754-6","METHOD_TYP","Thromboelastography.resonance","Thromboelastography.resonance.tissue factor induced with platelet glycoprotein IIb-IIIa receptor inhibited.post heparin neutralization",""
"2.82","105770-2","SHORTNAME","P aeruginosa DNA Ct Bld Pos Qn NAA+probe","P aerugns DNA Ct Bld Pos Qn NAA+probe",""
"2.82","105773-6","SHORTNAME","ACB complex DNA Ct Bld Pos Qn NAA+probe","ACB cplx DNA Ct Bld Pos Qn NAA+probe",""
"2.82","105941-9","SHORTNAME","MM MRD anlyss Mar Ql NAA+non-probe","MM MRD anlyss Mar Ql NAA+n-prb",""
"2.82","106011-0","SHORTNAME","Inequality index RptPeriod Score Calc","Inequality index RptPeriod Scre Calc",""
"2.82","106041-7","LONG_COMMON_NAME","Fungus identified in Ear by Culture","Fungus identified in Ear fluid by Culture",""
"2.82","106041-7","SHORTNAME","Fungus Ear Cult","Fungus Ear fld Cult",""
"2.82","106041-7","SYSTEM","Ear","Ear fluid",""
"2.82","106344-5","LONG_COMMON_NAME","Mean score Narrative","Mean score",""
"2.82","106344-5","SCALE_TYP","Nar","Qn",""
"2.82","106423-7","TIME_ASPCT","RptPeriod","30D",""
"2.82","106430-2","LONG_COMMON_NAME","Clostridium botulinum toxin [Identifier] in Specimen by Endopep-MS","Deprecated Clostridium botulinum toxin [Identifier] in Specimen by Endopep-MS",""
"2.82","106430-2","SHORTNAME","C bot Tox Spec E-MS","Deprecated C bot Tox Spec E-MS",""
"2.82","106430-2","STATUS","ACTIVE","DEPRECATED",""
"2.82","10645-0","SHORTNAME","A fumigatus Ag Tiss Ql IF","A fumgtus Ag Tiss Ql IF",""
"2.82","106507-7","LONG_COMMON_NAME","California encephalitis virus IgG and IgM in Cerebral spinal fluid Qualitative by Immunofluorescence","California encephalitis virus IgG and IgM [Interpretation] in Cerebral spinal fluid Qualitative by Immunofluorescence",""
"2.82","106507-7","PROPERTY","Find","Imp",""
"2.82","106507-7","SHORTNAME","CEV IgG+IgM CSF Ql IF","CEV IgG+IgM CSF IF-Imp",""
"2.82","106559-8","SHORTNAME","T pallidum DNA Throat Ql NAA+probe","T palldm DNA Throat Ql NAA+probe",""
"2.82","106560-6","SHORTNAME","T pallidum DNA Vag Ql NAA+probe","T palldm DNA Vag Ql NAA+probe",""
"2.82","106561-4","SHORTNAME","T pallidum DNA Ur Ql NAA+probe","T palldm DNA Ur Ql NAA+probe",""
"2.82","106576-2","SHORTNAME","T pallidum DNA Anal Ql NAA+probe","T palldm DNA Anal Ql NAA+probe",""
"2.82","106581-2","SHORTNAME","B fragilis DNA Fld Ql NAA+non-probe","B fragilis DNA Fld Ql NAA+n-prb",""
"2.82","106582-0","SHORTNAME","C albicans DNA Fld Ql NAA+non-probe","C albicans DNA Fld Ql NAA+n-prb",""
"2.82","106583-8","SHORTNAME","C auris DNA Fld Ql NAA+non-probe","C auris DNA Fld Ql NAA+n-prb",""
"2.82","106584-6","SHORTNAME","C glabrata DNA Fld Ql NAA+non-probe","C glabrata DNA Fld Ql NAA+n-prb",""
"2.82","106585-3","SHORTNAME","C krusei DNA Fld Ql NAA+non-probe","C krusei DNA Fld Ql NAA+n-prb",""
"2.82","106586-1","SHORTNAME","C parap DNA Fld Ql NAA+non-probe","C parap DNA Fld Ql NAA+n-prb",""
"2.82","106587-9","SHORTNAME","C tropicls DNA Fld Ql NAA+non-probe","C tropicls DNA Fld Ql NAA+n-prb",""
"2.82","106588-7","SHORTNAME","E coli DNA Fld Ql NAA+non-probe","E coli DNA Fld Ql NAA+n-prb",""
"2.82","106589-5","SHORTNAME","K. aerogenes DNA Fld Ql NAA+non-probe","K. aerogenes DNA Fld Ql NAA+n-prb",""
"2.82","106590-3","SHORTNAME","C gattii+neofor DNA Fld Ql NAA+non-probe","C gattii+neofor DNA Fld Ql NAA+n-prb",""
"2.82","106591-1","SHORTNAME","E cloac comp DNA Fld Ql NAA+non-probe","E cloac comp DNA Fld Ql NAA+n-prb",""
"2.82","106592-9","SHORTNAME","E faecium DNA Fld Ql NAA+non-probe","E faecium DNA Fld Ql NAA+n-prb",""
"2.82","106593-7","SHORTNAME","E faecalis DNA Fld Ql NAA+non-probe","E faecalis DNA Fld Ql NAA+n-prb",""
"2.82","106594-5","SHORTNAME","Gp B Strep DNA Fld Ql NAA+non-probe","Gp B Strep DNA Fld Ql NAA+n-prb",""
"2.82","106595-2","SHORTNAME","Haem influ DNA Fld Ql NAA+non-probe","Haem influ DNA Fld Ql NAA+n-prb",""
"2.82","106596-0","SHORTNAME","K oxytoca DNA Fld Ql NAA+non-probe","K oxytoca DNA Fld Ql NAA+n-prb",""
"2.82","106597-8","SHORTNAME","K pneumon DNA Fld Ql NAA+non-probe","K pnm DNA Fld Ql NAA+n-prb",""
"2.82","106598-6","SHORTNAME","L monocytog DNA Fld Ql NAA+non-probe","L monocytog DNA Fld Ql NAA+n-prb",""
"2.82","106599-4","SHORTNAME","N men DNA Fld Ql NAA+non-probe","N men DNA Fld Ql NAA+n-prb",""
"2.82","106600-0","SHORTNAME","Proteus sp DNA Fld Ql NAA+non-probe","Proteus sp DNA Fld Ql NAA+n-prb",""
"2.82","106601-8","SHORTNAME","P aeruginosa DNA Fld Ql NAA+non-probe","P aerugns DNA Fld Ql NAA+n-prb",""
"2.82","106602-6","SHORTNAME","S epidermidis DNA Fld Ql NAA+non-probe","S epidermidis DNA Fld Ql NAA+n-prb",""
"2.82","106603-4","SHORTNAME","S marcescens DNA Fld Ql NAA+non-probe","S marcscns DNA Fld Ql NAA+n-prb",""
"2.82","106604-2","SHORTNAME","S aureus DNA Fld Ql NAA+non-probe","S aureus DNA Fld Ql NAA+n-prb",""
"2.82","106605-9","SHORTNAME","S lugdunensis DNA Fld Ql NAA+non-probe","S lugdunensis DNA Fld Ql NAA+n-prb",""
"2.82","106606-7","SHORTNAME","S maltoph DNA Fld Ql NAA+non-probe","S maltoph DNA Fld Ql NAA+n-prb",""
"2.82","106607-5","SHORTNAME","S pneum DNA Fld Ql NAA+non-probe","S pneum DNA Fld Ql NAA+n-prb",""
"2.82","106608-3","SHORTNAME","S pyo DNA Fld Ql NAA+non-probe","S pyo DNA Fld Ql NAA+n-prb",""
"2.82","106609-1","SHORTNAME","Streptococcus DNA Fld Ql NAA+non-probe","Streptococcus DNA Fld Ql NAA+n-prb",""
"2.82","106610-9","SHORTNAME","Staphylococcus DNA Fld Ql NAA+non-probe","Staphylococcus DNA Fld Ql NAA+n-prb",""
"2.82","106611-7","SHORTNAME","Salmonella DNA Fld Ql NAA+non-probe","Salmonella DNA Fld Ql NAA+n-prb",""
"2.82","106612-5","SHORTNAME","Enterobactera DNA Fld Ql NAA+non-probe","Enterobactera DNA Fld Ql NAA+n-prb",""
"2.82","106613-3","SHORTNAME","ACB complex DNA Fld Ql NAA+non-probe","ACB cplx DNA Fld Ql NAA+n-prb",""
"2.82","106614-1","SHORTNAME","Infectious path pnl Fld NAA+non-probe","Infectious path pnl Fld NAA+n-prb",""
"2.82","106618-2","LONG_COMMON_NAME","Influenza B NEP gene [Presence] in Nasopharynx by NAA with probe detection","Deprecated Influenza virus B NS gene [Presence] in Nasopharynx by NAA with probe detection",""
"2.82","106618-2","SHORTNAME","Flu B NEP gene Nph Ql NAA+probe","Deprecated FLUBV NS gene Nph Ql NAA+probe",""
"2.82","106618-2","STATUS","ACTIVE","DEPRECATED",""
"2.82","106860-0","DefinitionDescription","","For Scoring Method: Per PSS-10 scoring instructions, the answer scores for positive questions (i.e., questions 4, 5, 7, and 8) should be reversed. LOINC has implemented these instructions and reversed the answer scores for positive questions (i.e., questions 4, 5, 7, and 8). Therefore, the PSS-10 total score is obtained by simply adding the scores for each LOINC answer code.",""
"2.79","106889-9","AnswerListId","LL1625-4","LL7013-7",""
"2.82","106905-3","COMPONENT","Gram negative bacteria","Gram negative bacteria DNA",""
"2.82","106905-3","LONG_COMMON_NAME","Gram negative bacteria [Cycle Threshold #] in Positive blood culture by NAA with probe detection","Gram negative bacteria DNA [Cycle Threshold #] in Positive blood culture by NAA with probe detection",""
"2.82","106905-3","SHORTNAME","GN bact Ct Bld Pos Qn NAA+probe","GN bact DNA Ct Bld Pos Qn NAA+probe",""
"2.82","106920-2","EXAMPLE_UNITS","cell/µL","cell/uL",""
"2.82","106930-1","LONG_COMMON_NAME","pH of Urine by pH-metry","pH of Urine by pH-meter",""
"2.82","106930-1","METHOD_TYP","pH-metry","pH-meter",""
"2.82","106930-1","SHORTNAME","pH Ur pH-metry","pH Ur pH-meter",""
"2.82","106936-8","SHORTNAME","T pallidum IgG+IgM SerPlBld Ql IA.rapid","T palldm IgG+IgM SerPlBld Ql IA.rapid",""
"2.82","107114-1","EXAMPLE_UCUM_UNITS","score","{score}",""
"2.82","107157-0","COMPONENT","SOX11","SOX11 Ag",""
"2.82","107157-0","LONG_COMMON_NAME","SOX11 [Presence] in Tissue by Immune stain","SOX11 Ag [Presence] in Tissue by Immune stain",""
"2.82","107157-0","SHORTNAME","SOX11 Tiss Ql ImStn","SOX11 Ag Tiss Ql ImStn",""
"2.82","107169-5","EXAMPLE_UNITS","/µL","/uL",""
"2.82","107170-3","EXAMPLE_UNITS","/µL","/uL",""
"2.82","107171-1","EXAMPLE_UNITS","x 10^3/µL","x 10^3/uL",""
"2.82","107172-9","EXAMPLE_UCUM_UNITS","/µL","/uL",""
"2.82","107172-9","EXAMPLE_UNITS","/µL","/uL",""
"2.82","107173-7","EXAMPLE_UCUM_UNITS","/µL","/uL",""
"2.82","107173-7","EXAMPLE_UNITS","/µL","/uL",""
"2.82","107174-5","EXAMPLE_UCUM_UNITS","/µL","/uL",""
"2.82","107174-5","EXAMPLE_UNITS","/µL","/uL",""
"2.82","107189-3","COMPONENT","Hemoglobin.gastrointestinal^3rd specimen","Hemoglobin^3rd specimen",""
"2.82","107189-3","LONG_COMMON_NAME","Hemoglobin.gastrointestinal [Mass/volume] in Stool --3rd specimen","Hemoglobin [Mass/volume] in Stool from gastrointestinal --3rd specimen",""
"2.82","107189-3","SHORTNAME","Hemoccult sp3 Stl-mCnc","Hgb sp3 Stl gastro-mCnc",""
"2.82","107189-3","SYSTEM","Stool","Stool^Patient.gastrointestinal",""
"2.82","107190-1","COMPONENT","Hemoglobin.gastrointestinal^2nd specimen","Hemoglobin^2nd specimen",""
"2.82","107190-1","LONG_COMMON_NAME","Hemoglobin.gastrointestinal [Mass/volume] in Stool --2nd specimen","Hemoglobin [Mass/volume] in Stool from gastrointestinal --2nd specimen",""
"2.82","107190-1","SHORTNAME","Hemoccult sp2 Stl-mCnc","Hgb sp2 Stl gastro-mCnc",""
"2.82","107190-1","SYSTEM","Stool","Stool^Patient.gastrointestinal",""
"2.82","107191-9","COMPONENT","Hemoglobin.gastrointestinal^1st specimen","Hemoglobin^1st specimen",""
"2.82","107191-9","LONG_COMMON_NAME","Hemoglobin.gastrointestinal [Mass/volume] in Stool --1st specimen","Hemoglobin [Mass/volume] in Stool from gastrointestinal --1st specimen",""
"2.82","107191-9","SHORTNAME","Hemoccult sp1 Stl-mCnc","Hgb sp1 Stl gastro-mCnc",""
"2.82","107191-9","SYSTEM","Stool","Stool^Patient.gastrointestinal",""
"2.82","107193-5","EXAMPLE_UNITS","10^3/µL","10^3/uL",""
"2.82","107196-8","COMPONENT","IgK Tube gene B length in base pairs","IgK gene Tube B length in base pairs",""
"2.82","107196-8","LONG_COMMON_NAME","IgK Tube gene B length in base pairs [#] in Specimen by Molecular genetics method","IgK gene Tube B length in base pairs [#] in Specimen by Molecular genetics method",""
"2.82","107196-8","SHORTNAME","IgK Tube gene B Spec","IgK gene Tube B Spec",""
"2.82","107197-6","COMPONENT","IgK Tube A length in base pairs","IgK gene Tube A length in base pairs",""
"2.82","107197-6","LONG_COMMON_NAME","IgK Tube A length in base pairs [#] in Specimen by Molecular genetics method","IgK gene Tube A length in base pairs [#] in Specimen by Molecular genetics method",""
"2.82","107197-6","SHORTNAME","IgK Tube A Spec","IgK gene Tube A Spec",""
"2.82","107201-6","COMPONENT","TCRB Tube gene C length in base pairs","TCRB gene Tube C length in base pairs",""
"2.82","107201-6","LONG_COMMON_NAME","TCRB Tube gene C length in base pairs [#] in Specimen by Molecular genetics method","TCRB gene Tube C length in base pairs [#] in Specimen by Molecular genetics method",""
"2.82","107201-6","SHORTNAME","TCRB Tube gene C Spec","TCRB gene Tube C Spec",""
"2.82","107202-4","COMPONENT","TCRB Tube gene B length in base pairs","TCRB gene Tube B length in base pairs",""
"2.82","107202-4","LONG_COMMON_NAME","TCRB Tube gene B length in base pairs [#] in Specimen by Molecular genetics method","TCRB gene Tube B length in base pairs [#] in Specimen by Molecular genetics method",""
"2.82","107202-4","SHORTNAME","TCRB Tube gene B Spec","TCRB gene Tube B Spec",""
"2.82","107203-2","COMPONENT","TCRB Tube gene A length in base pairs","TCRB gene Tube A length in base pairs",""
"2.82","107203-2","LONG_COMMON_NAME","TCRB Tube gene A length in base pairs [#] in Specimen by Molecular genetics method","TCRB gene Tube A length in base pairs [#] in Specimen by Molecular genetics method",""
"2.82","107203-2","SHORTNAME","TCRB Tube gene A Spec","TCRB gene Tube A Spec",""
"2.82","107204-0","COMPONENT","TCRG Tube gene B length in base pairs","TCRG gene Tube B length in base pairs",""
"2.82","107204-0","LONG_COMMON_NAME","TCRG Tube gene B length in base pairs [#] in Specimen by Molecular genetics method","TCRG gene Tube B length in base pairs [#] in Specimen by Molecular genetics method",""
