"VersionEffective","LOINC_NUM","Property","ValuePrior","ValueCurrent","ChangeReason"
"2.82","51626-0","METHOD_TYP","Coag","Coag.tissue factor induced.factor substitution.after addition of 1:4 normal plasma 1H post incubation separate tubes",""
"2.82","51728-4","COMPONENT","Platelet aggregation.adenosine diphosphate induced^10 umol/L","Platelet aggregation interpretation",""
"2.82","51728-4","LONG_COMMON_NAME","Platelet aggregation ADP induced [Presence] in Platelet rich plasma --10 umol/L","Platelet aggregation interpretation in Platelet rich plasma Qualitative by Adenosine diphosphate induced.10 umol/L",""
"2.82","51728-4","METHOD_TYP","","Adenosine diphosphate induced.10 umol/L",""
"2.82","51728-4","PROPERTY","PrThr","Imp",""
"2.82","51728-4","SHORTNAME","PA ADP 10 umol/L PRP Ql","Platelet aggr int PRP Adenosine diphosphate induced.10 umol/L-Imp",""
"2.82","51838-1","SHORTNAME","T pallidum IgG Ser IA-aCnc","T palldm IgG Ser IA-aCnc",""
"2.82","51839-9","SHORTNAME","T pallidum IgM Ser IA-aCnc","T palldm IgM Ser IA-aCnc",""
"2.82","51868-8","COMPONENT","Coagulation thrombin induced.factor substitution^immediately after addition of XXX","Coagulation",""
"2.82","51868-8","LONG_COMMON_NAME","Thrombin time.factor substitution in Platelet poor plasma by Coagulation assay --immediately after addition of XXX","Thrombin time.factor substitution immediately after addition of XXX in Platelet poor plasma by Coagulation assay",""
"2.82","51868-8","METHOD_TYP","Coag","Coag.thrombin induced.factor substitution.immediately after addition of XXX",""
"2.82","51981-9","COMPONENT","HER2","HER2 Ag",""
"2.82","51981-9","LONG_COMMON_NAME","HER2 [Presence] in Serum by Immunoassay","HER2 Ag [Presence] in Serum by Immunoassay",""
"2.82","51981-9","SHORTNAME","Her2 Ser Ql IA","Her2 Ag Ser Ql IA",""
"2.82","52120-3","COMPONENT","Coagulation tissue factor induced.factor substitution^after addition of normal plasma 1H post incubation separate tubes","Coagulation",""
"2.82","52120-3","LONG_COMMON_NAME","Prothrombin time (PT) factor substitution in Platelet poor plasma by Coagulation assay --with normal plasma 1H post incubation separate tubes","Prothrombin time (PT) factor substitution with normal plasma 1H post incubation separate tubes in Platelet poor plasma by Coagulation assay",""
"2.82","52120-3","METHOD_TYP","Coag","Coag.tissue factor induced.factor substitution.addition of normal plasma 1H post incubation separate tubes",""
"2.82","52121-1","SHORTNAME","Biopsy Spec-Imp","Bpsy Spec-Imp",""
"2.82","52122-9","COMPONENT","Coagulation tissue factor induced^post heparin neutralization","Coagulation",""
"2.82","52122-9","LONG_COMMON_NAME","Prothrombin time (PT) in Platelet poor plasma by Coagulation assay --post heparin neutralization","Prothrombin time (PT) post heparin neutralization in Platelet poor plasma by Coagulation assay",""
"2.82","52122-9","METHOD_TYP","Coag","Coag.tissue factor induced.post heparin neutralization",""
"2.82","52123-7","COMPONENT","Coagulation surface induced^post heparin neutralization","Coagulation",""
"2.82","52123-7","LONG_COMMON_NAME","aPTT in Platelet poor plasma by Coagulation assay --post heparin neutralization","aPTT post heparin neutralization in Platelet poor plasma by Coagulation assay",""
"2.82","52123-7","METHOD_TYP","Coag","Coag.surface induced.post heparin neutralization",""
"2.82","52129-4","COMPONENT","Coagulation tissue factor induced.INR^post heparin neutralization","Coagulation",""
"2.82","52129-4","LONG_COMMON_NAME","INR in Platelet poor plasma by Coagulation assay --post heparin neutralization","INR post heparin neutralization in Platelet poor plasma by Coagulation assay",""
"2.82","52129-4","METHOD_TYP","Coag","Coag.tissue factor induced.INR.post heparin neutralization",""
"2.82","52133-6","COMPONENT","Coagulation dilute Russell viper venom induced.factor substitution^immediately after 4:1 addition of normal plasma","Coagulation",""
"2.82","52133-6","LONG_COMMON_NAME","dRVVT factor substitution in Platelet poor plasma by Coagulation assay --immediately after 4:1 addition of normal plasma","Coag.dilute Russell viper venom induced.factor substitution.immediately after 4:1 addition of normal plasma in Platelet poor plasma by Coagulation assay",""
"2.82","52133-6","METHOD_TYP","Coag","Coag.dilute Russell viper venom induced.factor substitution.immediately after 4:1 addition of normal plasma",""
"2.82","52134-4","COMPONENT","Coagulation surface induced.lupus sensitive.factor substitution^immediately after 4:1 addition of normal plasma","Coagulation",""
"2.82","52134-4","LONG_COMMON_NAME","aPTT.lupus sensitive.factor substitution in Platelet poor plasma by Coagulation assay --immediately after 4:1 addition of normal plasma","Coag.surface induced.lupus sensitive.factor substitution.immediately after 4:1 addition of normal plasma in Platelet poor plasma by Coagulation assay",""
"2.82","52134-4","METHOD_TYP","Coag","Coag.surface induced.lupus sensitive.factor substitution.immediately after 4:1 addition of normal plasma",""
"2.82","52500-6","COMPONENT","Pain","Pain assessment",""
"2.82","52500-6","LONG_COMMON_NAME","Pain","Pain assessment",""
"2.82","52500-6","STATUS","DISCOURAGED","ACTIVE",""
"2.82","52751-5","COMPONENT","Coagulation surface induced.factor sensitive","Coagulation",""
"2.82","52751-5","DefinitionDescription","Factor sensitive aPTT assays may be used to investigate prolonged conventional aPTT results. Factor sensitive reagents are sensitive to deficiencies in factor VIII, IX, XI and XII. If the factor sensitive aPTT result is prolonged, then further testing, including individual assays for each factor, are performed to determine the specific etiology of the clotting disorder. [PMID: 20880301]","Factor substitution aPTT assays may be used to investigate prolonged conventional aPTT results. Factor substitution reagents are sensitive to deficiencies in factor VIII, IX, XI and XII. If the factor substitution aPTT result is prolonged, then further testing, including individual assays for each factor, are performed to determine the specific etiology of the clotting disorder. [PMID: 20880301]",""
"2.82","52751-5","METHOD_TYP","Coag","Coag.surface induced.factor substitution",""
"2.82","52752-3","COMPONENT","Coagulation tissue factor induced.PIVKA insensitive actual/Normal","Coagulation actual/normal",""
"2.82","52752-3","LONG_COMMON_NAME","Prothrombin time (PT) PIVKA insensitive actual/normal in Capillary blood by Coagulation assay","Coag.tissue factor induced.PIVKA insensitive actual/normal in Capillary blood by Coagulation assay",""
"2.82","52752-3","METHOD_TYP","Coag","Coag.tissue factor induced.PIVKA insensitive",""
"2.82","52752-3","SHORTNAME","PT PIVKA insensitive Act/Nor BldC","PT PIVKA sensitive Act/Nor BldC",""
"2.82","52753-1","COMPONENT","Coagulation tissue factor induced.PIVKA insensitive actual/Normal","Coagulation actual/normal",""
"2.82","52753-1","LONG_COMMON_NAME","Prothrombin time (PT) PIVKA insensitive actual/normal in Platelet poor plasma by Coagulation assay","Coag.tissue factor induced.PIVKA insensitive actual/normal in Platelet poor plasma by Coagulation assay",""
"2.82","52753-1","METHOD_TYP","Coag","Coag.tissue factor induced.PIVKA insensitive",""
"2.82","52753-1","SHORTNAME","PT PIVKA insensitive Act/Nor PPP","PT PIVKA sensitive Act/Nor PPP",""
"2.82","52755-6","COMPONENT","Coagulation surface induced.lupus sensitive","Coagulation",""
"2.82","52755-6","METHOD_TYP","Coag","Coag.surface induced.lupus sensitive",""
"2.82","52755-6","SHORTNAME","aPTT-LA PPP Ql","Coag PPP Ql aPTT-LA",""
"2.82","52756-4","COMPONENT","Coagulation dilute Russell viper venom induced.excess phospholipid","Coagulation",""
"2.82","52756-4","METHOD_TYP","Coag","Coag.dilute Russell viper venom induced.excess phospholipid",""
"2.82","52756-4","SHORTNAME","dRVVT confirm PPP Ql","Coag PPP Ql dRVVT confirm",""
"2.82","52760-6","COMPONENT","Coagulation tissue factor induced.PIVKA sensitive actual/Normal","Coagulation actual/normal",""
"2.82","52760-6","LONG_COMMON_NAME","Prothrombin time (PT) PIVKA sensitive actual/normal in Capillary blood by Coagulation assay","Coag.tissue factor induced.PIVKA sensitive actual/normal in Capillary blood by Coagulation assay",""
"2.82","52760-6","METHOD_TYP","Coag","Coag.tissue factor induced.PIVKA sensitive",""
"2.82","52760-6","SHORTNAME","PT PIVKA sensitive Act/Nor BldC","Coag pivka sens Act/Nor BldC",""
"2.82","52761-4","COMPONENT","Coagulation tissue factor induced.PIVKA sensitive actual/Normal","Coagulation actual/normal",""
"2.82","52761-4","LONG_COMMON_NAME","Prothrombin time (PT) PIVKA sensitive actual/normal in Platelet poor plasma by Coagulation assay","Coag.tissue factor induced.PIVKA sensitive actual/normal in Platelet poor plasma by Coagulation assay",""
"2.82","52761-4","METHOD_TYP","Coag","Coag.tissue factor induced.PIVKA sensitive",""
"2.82","52761-4","SHORTNAME","PT PIVKA sensitive Act/Nor PPP","Coag pivka sens Act/Nor PPP",""
"2.82","52767-1","COMPONENT","Coagulation surface induced^after addition of protein C activator/Coagulation surface induced","Coagulation",""
"2.82","52767-1","METHOD_TYP","Coag","Coag.surface induced.after addition of protein C activator",""
"2.82","52769-7","COMPONENT","Clot formation.extrinsic coagulation system activated.fibrinolysis suppressed","Clot formation",""
"2.82","52769-7","LONG_COMMON_NAME","Clot formation.extrinsic coagulation system activated.fibrinolysis suppressed [Time] in Blood by Rotational TEG","Clot formation [Time] in Blood by Thromboelastography.rotational.extrinsic coagulation system activated.fibrinolysis suppressed",""
"2.82","52769-7","METHOD_TYP","Thromboelastography.rotational","Thromboelastography.rotational.extrinsic coagulation system activated.fibrinolysis suppressed",""
"2.82","52769-7","SHORTNAME","CFT.fibinolysis sup Bld ROTEM","CFT Bld TEG rot extrinsic coag fbn",""
"2.82","52770-5","COMPONENT","Clot formation.extrinsic coagulation system activated","Clot formation",""
"2.82","52770-5","LONG_COMMON_NAME","Clot formation.extrinsic coagulation system activated [Time] in Blood by Rotational TEG","Clot formation [Time] in Blood by Thromboelastography.rotational.extrinsic coagulation system activated",""
"2.82","52770-5","METHOD_TYP","Thromboelastography.rotational","Thromboelastography.rotational.extrinsic coagulation system activated",""
"2.82","52770-5","SHORTNAME","CFT.extrinsic Bld ROTEM","CFT Bld TEG rot extrinsic COAg act",""
"2.82","52771-3","COMPONENT","Clot formation.intrinsic coagulation system activated","Clot formation",""
"2.82","52771-3","LONG_COMMON_NAME","Clot formation.intrinsic coagulation system activated [Time] in Blood by Rotational TEG","Clot formation [Time] in Blood by Thromboelastography.rotational.intrinsic coagulation system activated",""
"2.82","52771-3","METHOD_TYP","Thromboelastography.rotational","Thromboelastography.rotational.intrinsic coagulation system activated",""
"2.82","52771-3","SHORTNAME","CFT.intrinsic Bld ROTEM","CFT Bld TEG Rot Intrnsc coag act",""
"2.82","52772-1","COMPONENT","Clot formation.intrinsic coagulation system activated.heparin insensitive","Clot formation",""
"2.82","52772-1","LONG_COMMON_NAME","Clot formation.intrinsic coagulation system activated.heparin insensitive [Time] in Blood by Rotational TEG","Clot formation [Time] in Blood by Thromboelastography.rotational.intrinsic coagulation system activated.heparin insensitive",""
"2.82","52772-1","METHOD_TYP","Thromboelastography.rotational","Thromboelastography.rotational.intrinsic coagulation system activated.heparin insensitive",""
"2.82","52772-1","SHORTNAME","CFT.heparin insens Bld ROTEM","CFT Bld TEG Rot Intrnsc coag HEP",""
"2.82","52773-9","COMPONENT","Clotting time.extrinsic coagulation system activated","Clotting time",""
"2.82","52773-9","LONG_COMMON_NAME","Clotting time.extrinsic coagulation system activated of Blood by Rotational TEG","Clotting time of Blood by Thromboelastography.rotational.extrinsic coagulation system activated",""
"2.82","52773-9","METHOD_TYP","Thromboelastography.rotational","Thromboelastography.rotational.extrinsic coagulation system activated",""
"2.82","52773-9","SHORTNAME","CT.extrinsic Bld ROTEM","Clot tm Bld TEG rot extrinsic COAg act",""
"2.82","52774-7","COMPONENT","Clotting time.extrinsic coagulation system activated.fibrinolysis suppressed","Clotting time",""
"2.82","52774-7","LONG_COMMON_NAME","Clotting time.extrinsic coagulation system activated.fibrinolysis suppressed of Blood by Rotational TEG","Clotting time of Blood by Thromboelastography.rotational.extrinsic coagulation system activated.fibrinolysis suppressed",""
"2.82","52774-7","METHOD_TYP","Thromboelastography.rotational","Thromboelastography.rotational.extrinsic coagulation system activated.fibrinolysis suppressed",""
"2.82","52774-7","SHORTNAME","CT.fibinolysis supp Bld ROTEM","Clot tm Bld TEG rot extrinsic coag fbn",""
"2.82","52775-4","COMPONENT","Clotting time.intrinsic coagulation system activated.heparin insensitive","Clotting time",""
"2.82","52775-4","LONG_COMMON_NAME","Clotting time.intrinsic coagulation system activated.heparin insensitive of Blood by Rotational TEG","Clotting time of Blood by Thromboelastography.rotational.intrinsic coagulation system activated.heparin insensitive",""
"2.82","52775-4","METHOD_TYP","Thromboelastography.rotational","Thromboelastography.rotational.intrinsic coagulation system activated.heparin insensitive",""
"2.82","52775-4","SHORTNAME","CT.heparin insens Bld ROTEM","Clot tm Bld TEG Rot Intrnsc coag HEP",""
"2.82","52776-2","COMPONENT","Clotting time.intrinsic coagulation system activated","Clotting time",""
"2.82","52776-2","LONG_COMMON_NAME","Clotting time.intrinsic coagulation system activated of Blood by Rotational TEG","Clotting time of Blood by Thromboelastography.rotational.intrinsic coagulation system activated",""
"2.82","52776-2","METHOD_TYP","Thromboelastography.rotational","Thromboelastography.rotational.intrinsic coagulation system activated",""
"2.82","52776-2","SHORTNAME","CT.intrinsic Bld ROTEM","Clot tm Bld TEG Rot Intrnsc coag act",""
"2.82","52779-6","COMPONENT","Maximum clot firmness.extrinsic coagulation system activated.fibrinolysis suppressed","Maximum clot firmness",""
"2.82","52779-6","LONG_COMMON_NAME","Maximum clot firmness.extrinsic coagulation system activated.fibrinolysis suppressed [Length] in Blood by Rotational TEG","Maximum clot firmness [Length] in Blood by Thromboelastography.rotational.extrinsic coagulation system activated.fibrinolysis suppressed",""
"2.82","52779-6","METHOD_TYP","Thromboelastography.rotational","Thromboelastography.rotational.extrinsic coagulation system activated.fibrinolysis suppressed",""
"2.82","52779-6","SHORTNAME","MCF.fibrinolysis supp Bld ROTEM","MCF Bld TEG rot extrinsic coag fbn",""
"2.82","52780-4","COMPONENT","Maximum clot firmness.extrinsic coagulation system activated.platelets inhibited","Maximum clot firmness",""
"2.82","52780-4","LONG_COMMON_NAME","Maximum clot firmness.extrinsic coagulation system activated.platelets inhibited [Length] in Blood by Rotational TEG","Maximum clot firmness [Length] in Blood by Thromboelastography.rotational.extrinsic coagulation system activated.platelets inhibited",""
"2.82","52780-4","METHOD_TYP","Thromboelastography.rotational","Thromboelastography.rotational.extrinsic coagulation system activated.platelets inhibited",""
"2.82","52780-4","SHORTNAME","MCF.platelet inhib Bld ROTEM","MCF Bld TEG rot extrinsic coag plt",""
"2.82","52781-2","COMPONENT","Maximum clot firmness.intrinsic coagulation system activated","Maximum clot firmness",""
"2.82","52781-2","LONG_COMMON_NAME","Maximum clot firmness.intrinsic coagulation system activated [Length] in Blood by Rotational TEG","Maximum clot firmness [Length] in Blood by Thromboelastography.rotational.intrinsic coagulation system activated",""
"2.82","52781-2","METHOD_TYP","Thromboelastography.rotational","Thromboelastography.rotational.intrinsic coagulation system activated",""
"2.82","52781-2","SHORTNAME","MCF.intrinsic Bld ROTEM","MCF Bld TEG Rot Intrnsc coag act",""
"2.82","52782-0","COMPONENT","Maximum clot firmness.intrinsic coagulation system activated.heparin insensitive","Maximum clot firmness",""
"2.82","52782-0","LONG_COMMON_NAME","Maximum clot firmness.intrinsic coagulation system activated.heparin insensitive [Length] in Blood by Rotational TEG","Maximum clot firmness [Length] in Blood by Thromboelastography.rotational.intrinsic coagulation system activated.heparin insensitive",""
"2.82","52782-0","METHOD_TYP","Thromboelastography.rotational","Thromboelastography.rotational.intrinsic coagulation system activated.heparin insensitive",""
"2.82","52782-0","SHORTNAME","MCF.heparin insens Bld ROTEM","MCF Bld TEG Rot Intrnsc coag HEP",""
"2.82","52783-8","COMPONENT","Maximum clot firmness.extrinsic coagulation system activated","Maximum clot firmness",""
"2.82","52783-8","LONG_COMMON_NAME","Maximum clot firmness.extrinsic coagulation system activated [Length] in Blood by Rotational TEG","Maximum clot firmness [Length] in Blood by Thromboelastography.rotational.extrinsic coagulation system activated",""
"2.82","52783-8","METHOD_TYP","Thromboelastography.rotational","Thromboelastography.rotational.extrinsic coagulation system activated",""
"2.82","52783-8","SHORTNAME","MCF.extrinsic Bld ROTEM","MCF Bld TEG rot extrinsic COAg act",""
"2.82","52785-3","COMPONENT","Maximum lysis.extrinsic coagulation system activated.fibrinolysis suppressed","Maximum lysis",""
"2.82","52785-3","LONG_COMMON_NAME","Maximum lysis.extrinsic coagulation system activated.fibrinolysis suppressed [Length fraction] in Blood by Rotational TEG","Maximum lysis [Length fraction] in Blood by Thromboelastography.rotational.extrinsic coagulation system activated.fibrinolysis suppressed",""
"2.82","52785-3","METHOD_TYP","Thromboelastography.rotational","Thromboelastography.rotational.extrinsic coagulation system activated.fibrinolysis suppressed",""
"2.82","52785-3","SHORTNAME","ML.fibrinolysis supp LenFr Bld ROTEM","ML LenFr Bld TEG rot extrinsic coag fbn",""
"2.82","52786-1","COMPONENT","Maximum lysis.extrinsic coagulation system activated","Maximum lysis",""
"2.82","52786-1","LONG_COMMON_NAME","Maximum lysis.extrinsic coagulation system activated [Length fraction] in Blood by Rotational TEG","Maximum lysis [Length fraction] in Blood by Thromboelastography.rotational.extrinsic coagulation system activated",""
"2.82","52786-1","METHOD_TYP","Thromboelastography.rotational","Thromboelastography.rotational.extrinsic coagulation system activated",""
"2.82","52786-1","SHORTNAME","ML.extrinsic LenFr Bld ROTEM","ML LenFr Bld TEG rot extrinsic COAg act",""
"2.82","52787-9","COMPONENT","Maximum lysis.intrinsic coagulation system activated","Maximum lysis",""
"2.82","52787-9","LONG_COMMON_NAME","Maximum lysis.intrinsic coagulation system activated [Length fraction] in Blood by Rotational TEG","Maximum lysis [Length fraction] in Blood by Thromboelastography.rotational.intrinsic coagulation system activated",""
"2.82","52787-9","METHOD_TYP","Thromboelastography.rotational","Thromboelastography.rotational.intrinsic coagulation system activated",""
"2.82","52787-9","SHORTNAME","ML.intrinsic LenFr Bld ROTEM","ML LenFr Bld TEG Rot Intrnsc coag act",""
"2.82","52788-7","COMPONENT","Maximum lysis.intrinsic coagulation system activated.heparin insensitive","Maximum lysis",""
"2.82","52788-7","LONG_COMMON_NAME","Maximum lysis.intrinsic coagulation system activated.heparin insensitive [Length fraction] in Blood by Rotational TEG","Maximum lysis [Length fraction] in Blood by Thromboelastography.rotational.intrinsic coagulation system activated.heparin insensitive",""
"2.82","52788-7","METHOD_TYP","Thromboelastography.rotational","Thromboelastography.rotational.intrinsic coagulation system activated.heparin insensitive",""
"2.82","52788-7","SHORTNAME","ML.heparin insens LenFr Bld ROTEM","ML LenFr Bld TEG Rot Intrnsc coag HEP",""
"2.82","52831-5","SHORTNAME","Postal code Facility","Postal code Fclty",""
"2.82","53221-8","COMPONENT","Coagulation dilute Russell viper venom induced","Coagulation",""
"2.82","53221-8","LONG_COMMON_NAME","dRVVT in Control Platelet poor plasma by Coagulation assay","dRVVT in Platelet poor plasma from Control by Coagulation assay",""
"2.82","53221-8","METHOD_TYP","Coag","Coag.dilute Russell viper venom induced",""
"2.82","53221-8","SHORTNAME","dRVVT Cont PPP","dRVVT PPP Cont",""
"2.82","53222-6","COMPONENT","Coagulation factor XI activated activity","Coagulation factor XI activity",""
"2.82","53222-6","LONG_COMMON_NAME","Coagulation factor XI activated [Units/volume] in Platelet poor plasma by Coagulation assay","Coagulation factor XI activity [Units/volume] in Platelet poor plasma by Coagulation assay",""
"2.82","53222-6","SHORTNAME","Fact XIa PPP-aCnc","Fact XI PPP-aCnc",""
"2.82","53230-9","COMPONENT","Coagulation tissue factor induced.factor substitution^immediately after 1:4 addition of normal plasma","Coagulation",""
"2.82","53230-9","LONG_COMMON_NAME","Prothrombin time (PT) factor substitution in Platelet poor plasma by Coagulation assay --immediately after 1:4 addition of normal plasma","Prothrombin time (PT) factor substitution immediately after 1:4 addition of normal plasma in Platelet poor plasma by Coagulation assay",""
"2.82","53230-9","METHOD_TYP","Coag","Coag.tissue factor induced.factor substitution.immediately after 1:4 addition of normal plasma",""
"2.82","53230-9","SHORTNAME","PT imm 1:4 NP PPP","PT imm 1:4 NP Cont PPP",""
"2.82","53326-5","EXAMPLE_UCUM_UNITS","{Spec grav}","",""
"2.82","53563-3","COMPONENT","Platelet aggregation.adenosine diphosphate induced^20 umol/mL","Platelet aggregation",""
"2.82","53563-3","LONG_COMMON_NAME","Platelet aggregation ADP induced in Platelet rich plasma --20 umol/mL","Platelet aggregation in Platelet rich plasma by ADP induced 20 umol/mL",""
"2.82","53563-3","METHOD_TYP","","Aggregometry.adenosine diphosphate induced.20 umol/mL",""
"2.82","53563-3","SHORTNAME","PA ADP 20 umol/mL PRP","PA PRP ADP 20 umol/mL",""
"2.82","53564-1","COMPONENT","Platelet aggregation.adenosine diphosphate induced^50 umol/mL","Platelet aggregation",""
"2.82","53564-1","LONG_COMMON_NAME","Platelet aggregation ADP induced in Platelet rich plasma --50 umol/mL","Platelet aggregation in Platelet rich plasma by ADP induced 50 umol/mL",""
"2.82","53564-1","METHOD_TYP","","Aggregometry.adenosine diphosphate induced.50 umol/mL",""
"2.82","53564-1","SHORTNAME","PA ADP 50 umol/mL PRP","PA PRP ADP 50 umol/mL",""
"2.82","53565-8","COMPONENT","Platelet aggregation.adenosine diphosphate induced^100 umol/mL","Platelet aggregation",""
"2.82","53565-8","LONG_COMMON_NAME","Platelet aggregation ADP induced in Platelet rich plasma --100 umol/mL","Platelet aggregation in Platelet rich plasma by ADP induced 100 umol/mL",""
"2.82","53565-8","METHOD_TYP","","Aggregometry.adenosine diphosphate induced.100 umol/mL",""
"2.82","53565-8","SHORTNAME","PA ADP 100 umol/mL PRP","PA PRP ADP 100 umol/mL",""
"2.82","53566-6","COMPONENT","Platelet aggregation.collagen induced^8.0 ug/mL","Platelet aggregation",""
"2.82","53566-6","LONG_COMMON_NAME","Platelet aggregation collagen induced in Platelet rich plasma --8.0 ug/mL","Platelet aggregation in Platelet rich plasma by collagen induced 8.0 ug/mL",""
"2.82","53566-6","METHOD_TYP","","Aggregometry.collagen induced.8.0 ug/mL",""
"2.82","53566-6","SHORTNAME","PA Coll 8.0 ug/mL PRP","PA PRP Coll 8.0 ug/mL",""
"2.82","53567-4","COMPONENT","Platelet aggregation.EPINEPHrine induced^0.1 ug/mL","Platelet aggregation",""
"2.82","53567-4","LONG_COMMON_NAME","Platelet aggregation EPINEPHrine induced in Platelet rich plasma --0.1 ug/mL","Platelet aggregation in Platelet rich plasma by EPINEPHrine induced 0.1 ug/mL",""
"2.82","53567-4","METHOD_TYP","","Aggregometry.epinephrine induced.0.1 ug/mL",""
"2.82","53567-4","SHORTNAME","PA Epineph 0.1 ug/mL PRP","PA PRP Epineph 0.1 ug/mL",""
"2.82","53568-2","COMPONENT","Platelet aggregation.arachidonate induced^500 ug/mL","Platelet aggregation",""
"2.82","53568-2","LONG_COMMON_NAME","Platelet aggregation arachidonate induced in Platelet rich plasma --500 ug/mL","Platelet aggregation in Platelet rich plasma by arachidonate induced 500 ug/mL",""
"2.82","53568-2","METHOD_TYP","","Aggregometry.arachidonate induced.500 ug/mL",""
"2.82","53568-2","SHORTNAME","PA AA 500 ug/mL PRP","PA PRP AA 500 ug/mL",""
"2.82","53569-0","COMPONENT","Platelet aggregation.ristocetin induced^800 ug/mL","Platelet aggregation",""
"2.82","53569-0","LONG_COMMON_NAME","Platelet aggregation ristocetin induced in Platelet rich plasma --800 ug/mL","Platelet aggregation in Platelet rich plasma by ristocetin induced 800 ug/mL",""
"2.82","53569-0","METHOD_TYP","","Aggregometry.ristocetin induced.800 ug/mL",""
"2.82","53569-0","SHORTNAME","PA Rist 800 ug/mL PRP","PA PRP Rist 800 ug/mL",""
"2.82","53570-8","COMPONENT","Coagulation surface induced.lupus insensitive","Coagulation",""
"2.82","53570-8","METHOD_TYP","Coag","Coag.surface induced.lupus insensitive",""
"2.82","53576-5","CLASS","DOC.MISC","DOC.ONTOLOGY",""
"2.82","53576-5","LONG_COMMON_NAME","Personal health monitoring report Document","Personal Health Monitoring Report",""
"2.82","53576-5","SHORTNAME","PH monitoring report Doc","Ph Monitoring Report",""
"2.82","53605-2","SHORTNAME","T pallidum DNA Bld Ql NAA+probe","T palldm DNA Bld Ql NAA+probe",""
"2.82","53813-2","COMPONENT","Platelet aggregation.adenosine diphosphate induced","Platelet aggregation",""
"2.82","53813-2","LONG_COMMON_NAME","Platelet aggregation ADP induced [Units/volume] in Blood","Platelet aggregation [Units/volume] in Blood by ADP induced",""
"2.82","53813-2","METHOD_TYP","","Aggregometry.adenosine diphosphate induced",""
"2.82","53813-2","SHORTNAME","PA ADP Bld-aCnc","PA Bld ADP-aCnc",""
"2.82","53814-0","COMPONENT","Platelet aggregation.arachidonate induced","Platelet aggregation",""
"2.82","53814-0","LONG_COMMON_NAME","Platelet aggregation arachidonate induced [Units/volume] in Blood","Platelet aggregation [Units/volume] in Blood by arachidonate induced",""
"2.82","53814-0","METHOD_TYP","","Aggregometry.arachidonate induced",""
"2.82","53814-0","SHORTNAME","PA AA Bld-aCnc","PA Bld AA-aCnc",""
"2.82","5392-6","SHORTNAME","T pallidum Ab Ser Immob-aCnc","T palldm Ab Ser Immob-aCnc",""
"2.82","5393-4","SHORTNAME","T pallidum Ab Ser Ql IF","T palldm Ab Ser Ql IF",""
"2.82","5394-2","SHORTNAME","T pallidum Ab Titr Ser LA","T palldm Ab Titr Ser LA",""
"2.82","54207-6","COMPONENT","Coagulation surface induced.factor substitution^immediately after addition of factor V depleted plasma","Coagulation",""
"2.82","54207-6","LONG_COMMON_NAME","aPTT.factor substitution in Platelet poor plasma by Coagulation assay --immediately after addition of factor V depleted plasma","aPTT.factor substitution immediately after addition of factor V depleted plasma in Platelet poor plasma by Coagulation assay",""
"2.82","54207-6","METHOD_TYP","Coag","Coag.surface induced.factor substitution.immediately after addition of factor V depleted plasma",""
"2.82","54208-4","COMPONENT","Coagulation surface induced.factor substitution^immediately after addition of factor V depleted plasma+APC","Coagulation",""
"2.82","54208-4","LONG_COMMON_NAME","aPTT.factor substitution in Platelet poor plasma by Coagulation assay --immediately after addition of factor V depleted plasma+APC","aPTT.factor substitution immediately after addition of factor V depleted plasma+APC in Platelet poor plasma by Coagulation assay",""
"2.82","54208-4","METHOD_TYP","Coag","Coag.surface induced.factor substitution.immediately after addition of factor V depleted plasma+APC",""
"2.82","54219-1","COMPONENT","Coagulation thrombin induced.factor substitution^immediately after 1:4 addition of normal plasma","Coagulation",""
"2.82","54219-1","LONG_COMMON_NAME","Thrombin time.factor substitution in Platelet poor plasma by Coagulation assay --immediately after 1:4 addition of normal plasma","Thrombin time.factor substitution immediately after 1:4 addition of normal plasma in Platelet poor plasma by Coagulation assay",""
"2.82","54219-1","METHOD_TYP","Coag","Coag.thrombin induced.factor substitution.immediately after 1:4 addition of normal plasma",""
"2.82","54435-3","SHORTNAME","A fumigatus Ab Titr Ser","A fumgtus Ab Titr Ser",""
"2.82","54564-0","LONG_COMMON_NAME","Shortness of breath","Shortness of breath [CMS Assessment]",""
"2.82","54564-0","METHOD_TYP","","CMS Assessment",""
"2.63","54658-0","AnswerListId","LL6351-2","LL4256-5",""
"2.63","54660-6","AnswerListId","LL6351-2","LL4256-5",""
"2.63","54662-2","AnswerListId","LL6351-2","LL4256-5",""
"2.63","54664-8","AnswerListId","LL6351-2","LL4256-5",""
"2.63","54666-3","AnswerListId","LL6351-2","LL4256-5",""
"2.78","54668-9","AnswerListId","LL6351-2","LL4256-5",""
"2.63","54670-5","AnswerListId","LL6351-2","LL4256-5",""
"2.63","54672-1","AnswerListId","LL6351-2","LL4256-5",""
"2.63","54673-9","AnswerListId","LL6351-2","LL4256-5",""
"2.63","54675-4","AnswerListId","LL6351-2","LL4256-5",""
"2.82","55194-5","COMPONENT","Ciprofloxacin 1.0 ug/mL","Ciprofloxacin",""
"2.82","55194-5","LONG_COMMON_NAME","Ciprofloxacin 1 ug/mL [Susceptibility] by Method for Slow-growing mycobacteria","Ciprofloxacin [Susceptibility] by Method for Slow-growing mycobacteria.antibiotic concentration at 1.0 ug/mL",""
